SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,CO_MUNICIPIO_ESC,IDEB_2023
SP,3535606,Paraibuna,35918398,"4,5"
SP,3535705,Paraíso,35026585,"5,2"
SP,3535804,Paranapanema,35014459,"4,6"
SP,3535804,Paranapanema,35014667,"4,5"
SP,3535903,Paranapuã,35027194,"4,2"
SP,3536000,Parapuã,35031586,"3,9"
SP,3536109,Pardinho,35014761,"3,7"
SP,3536208,Pariquera-Açu,35035038,"4,8"
SP,3536208,Pariquera-Açu,35035208,"4,0"
SP,3536208,Pariquera-Açu,35049827,"4,3"
SP,3536208,Pariquera-Açu,35924593,"3,5"
SP,3536257,Parisi,35029221,"4,4"
SP,3536307,Patrocínio Paulista,35023073,"3,9"
SP,3536406,Paulicéia,35031355,"4,3"
SP,3536505,Paulínia,35018892,"4,5"
SP,3536505,Paulínia,35035956,"4,6"
SP,3536505,Paulínia,35039913,"3,6"
SP,3536505,Paulínia,35071286,-
SP,3536505,Paulínia,35213640,"6,6"
SP,3536505,Paulínia,35462822,"5,4"
SP,3536505,Paulínia,35576669,"4,9"
SP,3536570,Paulistânia,35025999,"3,5"
SP,3536604,Paulo de Faria,35027753,-
SP,3536703,Pederneiras,35025665,"4,0"
SP,3536703,Pederneiras,35025689,"4,1"
SP,3536703,Pederneiras,35038027,-
SP,3536703,Pederneiras,35115733,-
SP,3536703,Pederneiras,35558643,"4,1"
SP,3536703,Pederneiras,35583467,-
SP,3536703,Pederneiras,35911069,"3,3"
SP,3536703,Pederneiras,35917680,-
SP,3536802,Pedra Bela,35017838,"4,3"
SP,3536901,Pedranópolis,35026815,"4,5"
SP,3537008,Pedregulho,35023103,"3,7"
SP,3537008,Pedregulho,35023140,"3,8"
SP,3537008,Pedregulho,35916122,"4,4"
SP,3537107,Pedreira,35017401,"3,6"
SP,3537107,Pedreira,35017656,"3,9"
SP,3537107,Pedreira,35045615,"4,2"
SP,3537107,Pedreira,35150964,-
SP,3537107,Pedreira,35914010,-
SP,3537156,Pedrinhas Paulista,35033085,"4,6"
SP,3537206,Pedro de Toledo,35034964,"4,7"
SP,3537206,Pedro de Toledo,35035270,"4,3"
SP,3537305,Penápolis,35030314,"4,8"
SP,3537305,Penápolis,35030363,"4,9"
SP,3537305,Penápolis,35030399,"4,4"
SP,3537305,Penápolis,35030442,"4,1"
SP,3537305,Penápolis,35043114,"4,4"
SP,3537305,Penápolis,35116865,-
SP,3537305,Penápolis,35578009,"4,1"
SP,3537305,Penápolis,35913868,"4,3"
SP,3537305,Penápolis,35919111,"4,1"
SP,3537404,Pereira Barreto,35030570,-
SP,3537404,Pereira Barreto,35030703,"4,4"
SP,3537404,Pereira Barreto,35030764,"4,7"
SP,3537503,Pereiras,35016445,-
SP,3537602,Peruíbe,35012294,"3,8"
SP,3537602,Peruíbe,35036936,-
SP,3537602,Peruíbe,35038830,-
SP,3537602,Peruíbe,35042161,"5,1"
SP,3537602,Peruíbe,35045172,-
SP,3537602,Peruíbe,35046772,"4,5"
SP,3537602,Peruíbe,35134193,-
SP,3537602,Peruíbe,35479639,-
SP,3537602,Peruíbe,35911331,"4,6"
SP,3537602,Peruíbe,35911343,"3,9"
SP,3537701,Piacatu,35030508,-
SP,3537800,Piedade,35016822,-
SP,3537800,Piedade,35016883,"4,1"
SP,3537800,Piedade,35036161,"4,3"
SP,3537800,Piedade,35036183,"4,6"
SP,3537800,Piedade,35045329,-
SP,3537800,Piedade,35046139,"5,2"
SP,3537800,Piedade,35428917,"5,7"
SP,3537800,Piedade,35910132,-
SP,3537800,Piedade,35914666,"4,2"
SP,3537800,Piedade,35916699,"4,7"
SP,3537800,Piedade,35918908,"4,2"
SP,3537909,Pilar do Sul,35016780,"5,4"
SP,3537909,Pilar do Sul,35016792,"4,1"
SP,3537909,Pilar do Sul,35925019,-
SP,3537909,Pilar do Sul,35925937,-
SP,3538006,Pindamonhangaba,35013183,"5,3"
SP,3538006,Pindamonhangaba,35013195,-
SP,3538006,Pindamonhangaba,35013201,"3,4"
SP,3538006,Pindamonhangaba,35013262,"4,6"
SP,3538006,Pindamonhangaba,35013336,"3,9"
SP,3538006,Pindamonhangaba,35013365,"5,1"
SP,3538006,Pindamonhangaba,35013390,"4,9"
SP,3538006,Pindamonhangaba,35013407,"4,8"
SP,3538006,Pindamonhangaba,35013419,"5,9"
SP,3538006,Pindamonhangaba,35013432,"4,9"
SP,3538006,Pindamonhangaba,35013444,"4,2"
SP,3538006,Pindamonhangaba,35013456,"4,3"
SP,3538006,Pindamonhangaba,35040836,"4,3"
SP,3538006,Pindamonhangaba,35042250,"4,3"
SP,3538006,Pindamonhangaba,35042274,-
SP,3538006,Pindamonhangaba,35048197,"4,3"
SP,3538006,Pindamonhangaba,35110802,-
SP,3538006,Pindamonhangaba,35110826,-
SP,3538006,Pindamonhangaba,35901520,"4,9"
SP,3538006,Pindamonhangaba,35908046,"4,9"
SP,3538006,Pindamonhangaba,35916262,"4,5"
SP,3538006,Pindamonhangaba,35916286,"4,3"
SP,3538006,Pindamonhangaba,35922614,"4,6"
SP,3538006,Pindamonhangaba,35922626,-
SP,3538006,Pindamonhangaba,35924325,"4,3"
SP,3538006,Pindamonhangaba,35925913,"4,4"
SP,3538105,Pindorama,35026591,"3,6"
SP,3538204,Pinhalzinho,35017875,"4,9"
SP,3538303,Piquerobi,35032244,"4,2"
SP,3538501,Piquete,35013006,"3,9"
SP,3538501,Piquete,35013018,"4,3"
SP,3538600,Piracaia,35017851,"4,5"
SP,3538600,Piracaia,35017905,"4,3"
SP,3538600,Piracaia,35042602,"4,2"
SP,3538600,Piracaia,35219320,-
SP,3538600,Piracaia,35909373,"4,5"
SP,3538709,Piracicaba,35020783,"3,6"
SP,3538709,Piracicaba,35020825,"5,2"
SP,3538709,Piracicaba,35020837,-
SP,3538709,Piracicaba,35020849,"4,4"
SP,3538709,Piracicaba,35020928,"4,2"
SP,3538709,Piracicaba,35020965,-
SP,3538709,Piracicaba,35020977,"4,1"
SP,3538709,Piracicaba,35020989,"5,3"
SP,3538709,Piracicaba,35021040,"4,4"
SP,3538709,Piracicaba,35021052,"4,5"
SP,3538709,Piracicaba,35021064,"4,8"
SP,3538709,Piracicaba,35021076,"4,9"
SP,3538709,Piracicaba,35021097,"5,2"
SP,3538709,Piracicaba,35021131,-
SP,3538709,Piracicaba,35021179,"5,0"
SP,3538709,Piracicaba,35021180,"5,4"
SP,3538709,Piracicaba,35021209,"4,1"
SP,3538709,Piracicaba,35021246,"3,8"
SP,3538709,Piracicaba,35036473,"4,5"
SP,3538709,Piracicaba,35037977,"3,7"
SP,3538709,Piracicaba,35037989,"4,4"
SP,3538709,Piracicaba,35040435,"4,1"
SP,3538709,Piracicaba,35040459,"4,5"
SP,3538709,Piracicaba,35045861,"3,8"
SP,3538709,Piracicaba,35047375,-
SP,3538709,Piracicaba,35047387,-
SP,3538709,Piracicaba,35048501,-
SP,3538709,Piracicaba,35113700,-
SP,3538709,Piracicaba,35113712,-
SP,3538709,Piracicaba,35156917,-
SP,3538709,Piracicaba,35297653,"4,1"
SP,3538709,Piracicaba,35350308,"4,8"
SP,3538709,Piracicaba,35405206,"5,7"
SP,3538709,Piracicaba,35435491,"3,8"
SP,3538709,Piracicaba,35435508,"3,8"
SP,3538709,Piracicaba,35446038,-
SP,3538709,Piracicaba,35446048,"4,3"
SP,3538709,Piracicaba,35456500,-
SP,3538709,Piracicaba,35462925,-
SP,3538709,Piracicaba,35901325,"4,3"
SP,3538709,Piracicaba,35901337,-
SP,3538709,Piracicaba,35909543,-
SP,3538709,Piracicaba,35914137,"4,8"
SP,3538709,Piracicaba,35917898,"4,8"
SP,3538709,Piracicaba,35919330,"4,4"
SP,3538709,Piracicaba,35920782,"4,1"
SP,3538709,Piracicaba,35920794,"4,0"
SP,3538709,Piracicaba,35920800,"4,3"
SP,3538808,Piraju,35034320,"5,0"
SP,3538808,Piraju,35034344,"3,9"
SP,3538808,Piraju,35034356,"5,6"
SP,3538808,Piraju,35034459,"4,9"
SP,3538808,Piraju,35049797,"3,6"
SP,3538808,Piraju,35345600,"5,4"
SP,3538808,Piraju,35906827,"4,6"
SP,3538907,Pirajuí,35026136,"4,3"
SP,3538907,Pirajuí,35026487,-
SP,3539004,Pirangi,35022706,"3,9"
SP,3539103,Pirapora do Bom Jesus,35043333,"3,7"
SP,3539103,Pirapora do Bom Jesus,35925834,"3,8"
SP,3539202,Pirapozinho,35032585,"4,2"
SP,3539202,Pirapozinho,35032682,-
SP,3539202,Pirapozinho,35032694,"4,7"
SP,3539202,Pirapozinho,35040162,-
SP,3539202,Pirapozinho,35803868,-
SP,3539301,Pirassununga,35021436,"4,6"
SP,3539301,Pirassununga,35021441,-
SP,3539301,Pirassununga,35021477,"4,6"
SP,3539301,Pirassununga,35036336,-
SP,3539301,Pirassununga,35049542,"3,9"
SP,3539301,Pirassununga,35113924,-
SP,3539301,Pirassununga,35186776,-
SP,3539301,Pirassununga,35290683,"5,6"
SP,3539301,Pirassununga,35907492,-
SP,3539301,Pirassununga,35907510,"3,7"
SP,3539400,Piratininga,35025367,-
SP,3539509,Pitangueiras,35022494,"4,5"
SP,3539509,Pitangueiras,35022640,"4,2"
SP,3539509,Pitangueiras,35022664,"4,2"
SP,3539509,Pitangueiras,35022755,"4,0"
SP,3539608,Planalto,35027406,"4,3"
SP,3539707,Platina,35033340,"3,4"
SP,3539806,Poá,35007006,"4,6"
SP,3539806,Poá,35007018,-
SP,3539806,Poá,35007031,"5,2"
SP,3539806,Poá,35007298,"4,4"
SP,3539806,Poá,35007316,"4,4"
SP,3539806,Poá,35007328,"4,2"
SP,3539806,Poá,35035524,"4,3"
SP,3539806,Poá,35041154,"4,1"
SP,3539806,Poá,35043989,"4,1"
SP,3539806,Poá,35046188,"4,2"
SP,3539806,Poá,35048896,"4,4"
SP,3539806,Poá,35108418,-
SP,3539806,Poá,35433861,"5,5"
SP,3539806,Poá,35901912,"4,4"
SP,3539806,Poá,35904417,"4,5"
SP,3539806,Poá,35907030,"4,1"
SP,3539806,Poá,35910193,"4,7"
SP,3539806,Poá,35913418,"4,5"
SP,3539806,Poá,35923217,"4,7"
SP,3539905,Poloni,35027534,"4,1"
SP,3540002,Pompéia,35033625,"4,2"
SP,3540002,Pompéia,35033881,-
SP,3540101,Pongaí,35026219,"4,6"
SP,3540200,Pontal,35022559,"4,1"
SP,3540200,Pontal,35022676,"4,0"
SP,3540200,Pontal,35127875,"3,8"
SP,3540200,Pontal,35914356,"4,7"
SP,3540259,Pontalinda,35027182,"4,2"
SP,3540309,Pontes Gestal,35028997,-
SP,3540408,Populina,35027121,"5,4"
SP,3540507,Porangaba,35016512,"4,0"
SP,3540606,Porto Feliz,35004626,-
SP,3540606,Porto Feliz,35015611,"4,9"
SP,3540606,Porto Feliz,35015714,"4,2"
SP,3540606,Porto Feliz,35015726,"4,5"
SP,3540606,Porto Feliz,35910107,"4,0"
SP,3540606,Porto Feliz,35922481,"3,4"
SP,3540705,Porto Ferreira,35021313,"4,7"
SP,3540705,Porto Ferreira,35021325,-
SP,3540705,Porto Ferreira,35021532,-
SP,3540705,Porto Ferreira,35061761,-
SP,3540705,Porto Ferreira,35113967,-
SP,3540705,Porto Ferreira,35428930,"6,2"
SP,3540754,Potim,35012725,"3,0"
SP,3540804,Potirendaba,35028502,"4,8"
SP,3540853,Pracinha,35030831,"3,9"
SP,3540903,Pradópolis,35023516,"4,1"
SP,3541000,Praia Grande,35012014,"3,9"
SP,3541000,Praia Grande,35012051,"4,7"
SP,3541000,Praia Grande,35012063,"4,9"
SP,3541000,Praia Grande,35012178,"4,9"
SP,3541000,Praia Grande,35012191,"5,2"
SP,3541000,Praia Grande,35012221,"4,4"
SP,3541000,Praia Grande,35012233,"4,1"
SP,3541000,Praia Grande,35012359,"4,8"
SP,3541000,Praia Grande,35037242,"4,2"
SP,3541000,Praia Grande,35042171,"4,8"
SP,3541000,Praia Grande,35042195,"4,5"
SP,3541000,Praia Grande,35045196,"4,0"
SP,3541000,Praia Grande,35046097,"4,4"
SP,3541000,Praia Grande,35046127,-
SP,3541000,Praia Grande,35048008,"4,1"
SP,3541000,Praia Grande,35049189,"4,9"
SP,3541000,Praia Grande,35269335,"4,5"
SP,3541000,Praia Grande,35299339,"6,0"
SP,3541000,Praia Grande,35901386,-
SP,3541000,Praia Grande,35903097,-
SP,3541000,Praia Grande,35905008,"4,1"
SP,3541000,Praia Grande,35907972,"4,1"
SP,3541000,Praia Grande,35909828,"3,9"
SP,3541000,Praia Grande,35909836,"4,3"
SP,3541059,Pratânia,35039697,-
SP,3541109,Presidente Alves,35044076,-
SP,3541208,Presidente Bernardes,35032839,"4,5"
SP,3541307,Presidente Epitácio,35032220,"4,2"
SP,3541307,Presidente Epitácio,35032232,"4,1"
SP,3541307,Presidente Epitácio,35032268,"4,7"
SP,3541307,Presidente Epitácio,35117225,-
SP,3541307,Presidente Epitácio,35191536,"4,5"
SP,3541307,Presidente Epitácio,35456445,-
SP,3541406,Presidente Prudente,35004102,-
SP,3541406,Presidente Prudente,35031732,-
SP,3541406,Presidente Prudente,35031744,-
SP,3541406,Presidente Prudente,35031800,"3,9"
SP,3541406,Presidente Prudente,35031860,"5,3"
SP,3541406,Presidente Prudente,35031884,"4,2"
SP,3541406,Presidente Prudente,35031914,-
SP,3541406,Presidente Prudente,35031926,"4,2"
SP,3541406,Presidente Prudente,35031951,"3,9"
SP,3541406,Presidente Prudente,35031963,"4,5"
SP,3541406,Presidente Prudente,35031999,"3,5"
SP,3541406,Presidente Prudente,35032001,"4,3"
SP,3541406,Presidente Prudente,35032037,"4,8"
SP,3541406,Presidente Prudente,35032050,"4,9"
SP,3541406,Presidente Prudente,35032074,-
SP,3541406,Presidente Prudente,35032104,-
SP,3541406,Presidente Prudente,35043151,"3,9"
SP,3541406,Presidente Prudente,35044684,"4,1"
SP,3541406,Presidente Prudente,35049724,-
SP,3541406,Presidente Prudente,35117092,-
SP,3541406,Presidente Prudente,35124597,-
SP,3541406,Presidente Prudente,35462412,"5,7"
SP,3541406,Presidente Prudente,35496467,"4,3"
SP,3541406,Presidente Prudente,35900965,"4,1"
SP,3541406,Presidente Prudente,35921920,"4,1"
SP,3541505,Presidente Venceslau,35032189,"4,9"
SP,3541505,Presidente Venceslau,35032190,"4,1"
SP,3541505,Presidente Venceslau,35032256,"4,5"
SP,3541505,Presidente Venceslau,35906785,"5,4"
SP,3541604,Promissão,35026104,-
SP,3541604,Promissão,35035233,"4,1"
SP,3541604,Promissão,35911616,"4,5"
SP,3541653,Quadra,35913340,"4,4"
SP,3541703,Quatá,35033315,"3,9"
SP,3541703,Quatá,35033352,-
SP,3541802,Queiroz,35034538,"4,2"
SP,3541901,Queluz,35012427,"3,9"
SP,3542008,Quintana,35034502,-
SP,3542107,Rafard,35021118,"4,7"
SP,3542206,Rancharia,35032396,-
SP,3542206,Rancharia,35032414,-
SP,3542206,Rancharia,35032438,"4,7"
SP,3542206,Rancharia,35032530,"3,6"
SP,3542305,Redenção da Serra,35014072,"4,4"
SP,3542404,Regente Feijó,35032633,-
SP,3542404,Regente Feijó,35117328,-
SP,3542404,Regente Feijó,35185309,-
SP,3542404,Regente Feijó,35918040,"4,1"
SP,3542503,Reginópolis,35025392,"3,7"
SP,3542602,Registro,35035087,-
SP,3542602,Registro,35035099,"3,5"
SP,3542602,Registro,35035105,"4,4"
SP,3542602,Registro,35035130,"5,0"
SP,3542602,Registro,35041592,"4,4"
SP,3542602,Registro,35043291,"4,4"
SP,3542602,Registro,35444728,"6,7"
SP,3542602,Registro,35494732,-
SP,3542602,Registro,35579440,"4,6"
SP,3542602,Registro,35901659,"4,6"
SP,3542602,Registro,35901660,"4,7"
SP,3542602,Registro,35920411,"4,5"
SP,3542701,Restinga,35023048,"4,0"
SP,3542800,Ribeira,35014312,"4,4"
SP,3542800,Ribeira,35048239,"4,7"
SP,3542909,Ribeirão Bonito,35024594,"3,9"
SP,3543006,Ribeirão Branco,35014369,"4,5"
SP,3543006,Ribeirão Branco,35038885,"3,9"
SP,3543006,Ribeirão Branco,35065456,"4,8"
SP,3543006,Ribeirão Branco,35905252,"4,6"
SP,3543006,Ribeirão Branco,35913571,-
SP,3543006,Ribeirão Branco,35913583,-
SP,3543105,Ribeirão Corrente,35023152,"3,9"
SP,3543204,Ribeirão do Sul,35034149,"4,4"
SP,3543238,Ribeirão dos Índios,35032803,"4,5"
SP,3543253,Ribeirão Grande,35015076,"4,5"
SP,3543253,Ribeirão Grande,35915075,-
SP,3543253,Ribeirão Grande,35915087,"5,1"
SP,3543303,Ribeirão Pires,35007638,-
SP,3543303,Ribeirão Pires,35007870,"4,4"
SP,3543303,Ribeirão Pires,35007882,"3,8"
SP,3543303,Ribeirão Pires,35007924,"4,5"
SP,3543303,Ribeirão Pires,35007948,"4,9"
SP,3543303,Ribeirão Pires,35007959,"5,1"
SP,3543303,Ribeirão Pires,35007961,"4,7"
SP,3543303,Ribeirão Pires,35007985,"4,4"
SP,3543303,Ribeirão Pires,35036201,-
SP,3543303,Ribeirão Pires,35046486,"4,4"
SP,3543303,Ribeirão Pires,35046504,"3,9"
SP,3543303,Ribeirão Pires,35048948,"5,0"
SP,3543303,Ribeirão Pires,35108625,-
SP,3543303,Ribeirão Pires,35290749,"5,9"
SP,3543303,Ribeirão Pires,35910200,"4,9"
SP,3543303,Ribeirão Pires,35917000,"4,5"
SP,3543303,Ribeirão Pires,35921129,"4,2"
SP,3543402,Ribeirão Preto,35023826,"4,6"
SP,3543402,Ribeirão Preto,35023851,"4,4"
SP,3543402,Ribeirão Preto,35023875,-
SP,3543402,Ribeirão Preto,35023887,-
SP,3543402,Ribeirão Preto,35023899,-
SP,3543402,Ribeirão Preto,35023917,"3,5"
SP,3543402,Ribeirão Preto,35023930,-
SP,3543402,Ribeirão Preto,35023954,-
SP,3543402,Ribeirão Preto,35023978,-
SP,3543402,Ribeirão Preto,35024016,"4,1"
SP,3543402,Ribeirão Preto,35024028,-
SP,3543402,Ribeirão Preto,35024065,"4,3"
SP,3543402,Ribeirão Preto,35024077,"5,6"
SP,3543402,Ribeirão Preto,35024089,-
SP,3543402,Ribeirão Preto,35024090,"5,7"
SP,3543402,Ribeirão Preto,35024107,-
SP,3543402,Ribeirão Preto,35024119,"3,3"
SP,3543402,Ribeirão Preto,35024168,"3,1"
SP,3543402,Ribeirão Preto,35037151,"4,3"
SP,3543402,Ribeirão Preto,35041531,-
SP,3543402,Ribeirão Preto,35042870,"4,8"
SP,3543402,Ribeirão Preto,35042882,-
SP,3543402,Ribeirão Preto,35044647,-
SP,3543402,Ribeirão Preto,35044659,"5,1"
SP,3543402,Ribeirão Preto,35044660,"3,6"
SP,3543402,Ribeirão Preto,35047466,"4,5"
SP,3543402,Ribeirão Preto,35049612,-
SP,3543402,Ribeirão Preto,35114704,-
SP,3543402,Ribeirão Preto,35114716,-
SP,3543402,Ribeirão Preto,35114728,-
SP,3543402,Ribeirão Preto,35114736,-
SP,3543402,Ribeirão Preto,35114765,-
SP,3543402,Ribeirão Preto,35114777,-
SP,3543402,Ribeirão Preto,35114789,-
SP,3543402,Ribeirão Preto,35114790,-
SP,3543402,Ribeirão Preto,35350588,"3,3"
SP,3543402,Ribeirão Preto,35412181,"4,7"
SP,3543402,Ribeirão Preto,35435065,"3,7"
SP,3543402,Ribeirão Preto,35576475,-
SP,3543402,Ribeirão Preto,35576487,"4,5"
SP,3543402,Ribeirão Preto,35900072,"4,4"
SP,3543402,Ribeirão Preto,35900758,"4,2"
SP,3543402,Ribeirão Preto,35900771,"4,4"
SP,3543402,Ribeirão Preto,35907881,"4,2"
SP,3543402,Ribeirão Preto,35912086,"3,6"
SP,3543402,Ribeirão Preto,35925706,-
SP,3543501,Riversul,35015261,"4,3"
SP,3543501,Riversul,35035300,-
SP,3543600,Rifaina,35023164,"4,2"
SP,3543709,Rincão,35021878,"3,9"
SP,3543808,Rinópolis,35031604,-
SP,3543907,Rio Claro,35021611,"4,7"
SP,3543907,Rio Claro,35021623,"4,6"
SP,3543907,Rio Claro,35021696,"4,8"
SP,3543907,Rio Claro,35021702,"4,6"
SP,3543907,Rio Claro,35021726,"4,2"
SP,3543907,Rio Claro,35021738,"4,2"
SP,3543907,Rio Claro,35021748,"5,1"
SP,3543907,Rio Claro,35021817,"6,0"
SP,3543907,Rio Claro,35041661,"4,4"
SP,3543907,Rio Claro,35045895,-
SP,3543907,Rio Claro,35049967,"4,5"
SP,3543907,Rio Claro,35114029,-
SP,3543907,Rio Claro,35435485,-
SP,3543907,Rio Claro,35905586,-
SP,3543907,Rio Claro,35905598,"4,3"
SP,3543907,Rio Claro,35909567,"4,3"
SP,3543907,Rio Claro,35911148,-
SP,3543907,Rio Claro,35917916,-
SP,3543907,Rio Claro,35921944,"4,0"
SP,3544004,Rio das Pedras,35021155,"4,4"
SP,3544004,Rio das Pedras,35021167,"5,5"
SP,3544004,Rio das Pedras,35905604,-
SP,3544103,Rio Grande da Serra,35007857,"3,9"
SP,3544103,Rio Grande da Serra,35007936,-
SP,3544103,Rio Grande da Serra,35037278,"4,3"
SP,3544103,Rio Grande da Serra,35041981,"4,6"
SP,3544103,Rio Grande da Serra,35041993,"3,5"
SP,3544103,Rio Grande da Serra,35048951,"4,4"
SP,3544103,Rio Grande da Serra,35566585,-
SP,3544103,Rio Grande da Serra,35904485,"3,9"
SP,3544103,Rio Grande da Serra,35907212,"4,5"
SP,3544103,Rio Grande da Serra,35923369,-
SP,3544202,Riolândia,35027686,"3,9"
SP,3544251,Rosana,35032136,"4,1"
SP,3544251,Rosana,35043631,"3,9"
SP,3544251,Rosana,35044696,"4,9"
SP,3544251,Rosana,35903620,"4,2"
SP,3544251,Rosana,35907698,"3,6"
SP,3544251,Rosana,35911860,-
SP,3544301,Roseira,35012877,"4,2"
SP,3544301,Roseira,35045366,-
SP,3544400,Rubiácea,35030004,"5,0"
SP,3544509,Rubinéia,35028381,"4,2"
SP,3544608,Sabino,35026207,"3,9"
SP,3544707,Sagres,35031550,"4,2"
SP,3544806,Sales,35027960,"4,4"
SP,3544905,Sales Oliveira,35024648,-
SP,3545001,Salesópolis,35006737,"4,3"
SP,3545001,Salesópolis,35006750,"4,5"
SP,3545100,Salmourão,35031549,"4,4"
SP,3545159,Saltinho,35021039,"4,4"
SP,3545209,Salto,35015635,-
SP,3545209,Salto,35015647,"4,5"
SP,3545209,Salto,35015763,"4,9"
SP,3545209,Salto,35015817,"4,6"
SP,3545209,Salto,35039755,"4,0"
SP,3545209,Salto,35046929,"4,7"
SP,3545209,Salto,35046930,"4,5"
SP,3545209,Salto,35111764,-
SP,3545209,Salto,35337833,"6,4"
SP,3545209,Salto,35905276,"4,3"
SP,3545209,Salto,35914514,"4,4"
SP,3545209,Salto,35918581,"4,4"
SP,3545209,Salto,35921804,"4,9"
SP,3545308,Salto de Pirapora,35016846,"4,2"
SP,3545308,Salto de Pirapora,35903310,"3,5"
SP,3545308,Salto de Pirapora,35916473,"3,9"
SP,3545308,Salto de Pirapora,35924878,"4,6"
SP,3545407,Salto Grande,35033960,-
SP,3545506,Sandovalina,35032645,"4,7"
SP,3545605,Santa Adélia,35026700,"4,7"
SP,3545704,Santa Albertina,35027112,"4,8"
SP,3545803,Santa Bárbara d'Oeste,35016986,"4,9"
SP,3545803,Santa Bárbara d'Oeste,35017059,"4,6"
SP,3545803,Santa Bárbara d'Oeste,35017061,"4,3"
SP,3545803,Santa Bárbara d'Oeste,35017073,-
SP,3545803,Santa Bárbara d'Oeste,35017231,"5,2"
SP,3545803,Santa Bárbara d'Oeste,35037936,"4,4"
SP,3545803,Santa Bárbara d'Oeste,35039330,"3,5"
SP,3545803,Santa Bárbara d'Oeste,35039822,-
SP,3545803,Santa Bárbara d'Oeste,35045512,"3,6"
SP,3545803,Santa Bárbara d'Oeste,35047016,"3,7"
SP,3545803,Santa Bárbara d'Oeste,35049402,"4,8"
SP,3545803,Santa Bárbara d'Oeste,35112159,-
SP,3545803,Santa Bárbara d'Oeste,35903796,"4,0"
SP,3545803,Santa Bárbara d'Oeste,35907534,"4,3"
SP,3545803,Santa Bárbara d'Oeste,35907546,-
SP,3545803,Santa Bárbara d'Oeste,35913157,-
SP,3545803,Santa Bárbara d'Oeste,35919147,"4,9"
SP,3545803,Santa Bárbara d'Oeste,35919159,"5,2"
SP,3545803,Santa Bárbara d'Oeste,35921178,"5,1"
SP,3545803,Santa Bárbara d'Oeste,35922353,-
SP,3545803,Santa Bárbara d'Oeste,35922959,"5,2"
SP,3545803,Santa Bárbara d'Oeste,35922961,"3,9"
SP,3545803,Santa Bárbara d'Oeste,35925950,"5,8"
SP,3546009,Santa Branca,35045457,"4,0"
SP,3546108,Santa Clara d'Oeste,35028393,-
SP,3546207,Santa Cruz da Conceição,35021350,"4,3"
SP,3546256,Santa Cruz da Esperança,35024211,"3,9"
SP,3546306,Santa Cruz das Palmeiras,35021295,-
SP,3546306,Santa Cruz das Palmeiras,35021519,"4,3"
SP,3546306,Santa Cruz das Palmeiras,35586092,"5,7"
SP,3546306,Santa Cruz das Palmeiras,35907558,"3,3"
SP,3546306,Santa Cruz das Palmeiras,35917588,"4,0"
SP,3546405,Santa Cruz do Rio Pardo,35034253,-
SP,3546405,Santa Cruz do Rio Pardo,35034472,"4,8"
SP,3546405,Santa Cruz do Rio Pardo,35034484,"5,4"
SP,3546405,Santa Cruz do Rio Pardo,35040216,"4,4"
SP,3546405,Santa Cruz do Rio Pardo,35117821,-
SP,3546405,Santa Cruz do Rio Pardo,35904223,"4,6"
SP,3546405,Santa Cruz do Rio Pardo,35906839,-
SP,3546504,Santa Ernestina,35025012,"4,3"
SP,3546603,Santa Fé do Sul,35028400,"3,2"
SP,3546603,Santa Fé do Sul,35563663,"5,8"
SP,3546702,Santa Gertrudes,35004065,"4,7"
SP,3546702,Santa Gertrudes,35021635,"4,4"
SP,3546801,Santa Isabel,35006543,-
SP,3546801,Santa Isabel,35006555,"4,3"
SP,3546801,Santa Isabel,35006567,-
SP,3546801,Santa Isabel,35036146,-
SP,3546801,Santa Isabel,35038386,"3,7"
SP,3546801,Santa Isabel,35438431,"6,2"
SP,3546801,Santa Isabel,35901878,"4,7"
SP,3546801,Santa Isabel,35910387,"4,9"
SP,3546801,Santa Isabel,35920332,"3,9"
SP,3546900,Santa Lúcia,35021866,"4,1"
SP,3547007,Santa Maria da Serra,35020734,"5,5"
SP,3547007,Santa Maria da Serra,35471458,"3,6"
SP,3547106,Santa Mercedes,35031297,"4,6"
SP,3547205,Santana da Ponte Pensa,35028290,-
SP,3547304,Santana de Parnaíba,35056169,-
SP,3547304,Santana de Parnaíba,35192880,-
SP,3547304,Santana de Parnaíba,35218112,"4,3"
SP,3547304,Santana de Parnaíba,35240916,"3,5"
SP,3547304,Santana de Parnaíba,35240936,"4,0"
SP,3547304,Santana de Parnaíba,35240941,"4,4"
SP,3547304,Santana de Parnaíba,35273636,"4,0"
SP,3547304,Santana de Parnaíba,35273648,"4,4"
SP,3547304,Santana de Parnaíba,35273659,"4,0"
SP,3547304,Santana de Parnaíba,35273661,"4,4"
SP,3547304,Santana de Parnaíba,35273673,"4,4"
SP,3547304,Santana de Parnaíba,35273685,"3,7"
SP,3547304,Santana de Parnaíba,35276170,"4,3"
SP,3547304,Santana de Parnaíba,35276182,-
SP,3547304,Santana de Parnaíba,35278853,"5,0"
SP,3547304,Santana de Parnaíba,35287350,-
SP,3547304,Santana de Parnaíba,35299327,"4,9"
SP,3547304,Santana de Parnaíba,35405346,"6,0"
SP,3547304,Santana de Parnaíba,35419576,-
SP,3547304,Santana de Parnaíba,35479585,"5,7"
SP,3547403,Santa Rita d'Oeste,35028289,-
