SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,CO_MUNICIPIO_ESC,IDEB_2023
SP,3547502,Santa Rita do Passa Quatro,35024284,"4,7"
SP,3547502,Santa Rita do Passa Quatro,35024363,"4,8"
SP,3547502,Santa Rita do Passa Quatro,35115125,-
SP,3547502,Santa Rita do Passa Quatro,35907911,"3,7"
SP,3547601,Santa Rosa de Viterbo,35024314,"3,5"
SP,3547601,Santa Rosa de Viterbo,35048458,"3,4"
SP,3547601,Santa Rosa de Viterbo,35441624,"4,4"
SP,3547650,Santa Salete,35027133,"5,4"
SP,3547700,Santo Anastácio,35032876,"3,4"
SP,3547700,Santo Anastácio,35032924,"4,8"
SP,3547700,Santo Anastácio,35117341,-
SP,3547809,Santo André,35008035,"3,6"
SP,3547809,Santo André,35008059,"5,2"
SP,3547809,Santo André,35008084,"4,5"
SP,3547809,Santo André,35008096,"4,9"
SP,3547809,Santo André,35008114,"3,7"
SP,3547809,Santo André,35008126,"5,3"
SP,3547809,Santo André,35008148,"4,8"
SP,3547809,Santo André,35008151,"4,2"
SP,3547809,Santo André,35008175,-
SP,3547809,Santo André,35008187,"4,2"
SP,3547809,Santo André,35008199,"4,5"
SP,3547809,Santo André,35008205,"4,3"
SP,3547809,Santo André,35008217,-
SP,3547809,Santo André,35008229,"3,6"
SP,3547809,Santo André,35008254,"5,3"
SP,3547809,Santo André,35008266,"3,9"
SP,3547809,Santo André,35008285,"6,3"
SP,3547809,Santo André,35008308,"4,6"
SP,3547809,Santo André,35008312,"4,9"
SP,3547809,Santo André,35008321,"3,5"
SP,3547809,Santo André,35008333,-
SP,3547809,Santo André,35008357,"4,5"
SP,3547809,Santo André,35008369,"3,6"
SP,3547809,Santo André,35008382,"4,4"
SP,3547809,Santo André,35008424,"3,5"
SP,3547809,Santo André,35008436,"4,4"
SP,3547809,Santo André,35008448,-
SP,3547809,Santo André,35008459,"3,4"
SP,3547809,Santo André,35008473,"4,0"
SP,3547809,Santo André,35008497,"4,7"
SP,3547809,Santo André,35008503,"4,2"
SP,3547809,Santo André,35008540,"4,8"
SP,3547809,Santo André,35008564,"4,6"
SP,3547809,Santo André,35008576,"5,2"
SP,3547809,Santo André,35008597,-
SP,3547809,Santo André,35008606,"4,5"
SP,3547809,Santo André,35008643,"4,5"
SP,3547809,Santo André,35008655,-
SP,3547809,Santo André,35008667,-
SP,3547809,Santo André,35008679,"4,3"
SP,3547809,Santo André,35008709,"5,0"
SP,3547809,Santo André,35008722,"3,7"
SP,3547809,Santo André,35008746,-
SP,3547809,Santo André,35029178,"5,4"
SP,3547809,Santo André,35035695,"3,8"
SP,3547809,Santo André,35036213,"3,7"
SP,3547809,Santo André,35037266,"3,9"
SP,3547809,Santo André,35042006,-
SP,3547809,Santo André,35108820,-
SP,3547809,Santo André,35108832,-
SP,3547809,Santo André,35108844,-
SP,3547809,Santo André,35108856,-
SP,3547809,Santo André,35108868,-
SP,3547809,Santo André,35108873,-
SP,3547809,Santo André,35173186,-
SP,3547809,Santo André,35286217,"3,8"
SP,3547809,Santo André,35900175,-
SP,3547809,Santo André,35914769,"3,9"
SP,3547809,Santo André,35916985,-
SP,3547809,Santo André,35920344,"4,6"
SP,3547809,Santo André,35923370,"5,1"
SP,3547809,Santo André,35925639,"4,3"
SP,3547809,Santo André,35925640,"3,7"
SP,3547908,Santo Antônio da Alegria,35023036,"4,3"
SP,3548005,Santo Antônio de Posse,35020552,"4,3"
SP,3548054,Santo Antônio do Aracanguá,35029816,"5,0"
SP,3548054,Santo Antônio do Aracanguá,35029836,"4,4"
SP,3548104,Santo Antônio do Jardim,35020679,-
SP,3548104,Santo Antônio do Jardim,35919366,"5,0"
SP,3548203,Santo Antônio do Pinhal,35013468,"4,3"
SP,3548302,Santo Expedito,35031987,"3,6"
SP,3548401,Santópolis do Aguapeí,35030454,"4,4"
SP,3548500,Santos,35011708,-
SP,3548500,Santos,35011721,-
SP,3548500,Santos,35011745,"5,5"
SP,3548500,Santos,35011757,"4,3"
SP,3548500,Santos,35011770,"3,7"
SP,3548500,Santos,35011794,"3,8"
SP,3548500,Santos,35011812,"4,9"
SP,3548500,Santos,35011824,"4,0"
SP,3548500,Santos,35011836,"4,7"
SP,3548500,Santos,35011848,-
SP,3548500,Santos,35011885,"4,2"
SP,3548500,Santos,35011897,"5,4"
SP,3548500,Santos,35011903,"4,1"
SP,3548500,Santos,35011915,"3,6"
SP,3548500,Santos,35011927,"4,7"
SP,3548500,Santos,35011940,"4,1"
SP,3548500,Santos,35038787,"5,8"
SP,3548500,Santos,35038805,"3,7"
SP,3548500,Santos,35041415,-
SP,3548500,Santos,35046164,"4,8"
SP,3548500,Santos,35046760,"4,0"
SP,3548500,Santos,35109642,-
SP,3548500,Santos,35109997,-
SP,3548500,Santos,35120674,-
SP,3548500,Santos,35481609,-
SP,3548500,Santos,35905021,"5,2"
SP,3548500,Santos,35909816,"4,1"
SP,3548500,Santos,35915497,"4,1"
SP,3548609,São Bento do Sapucaí,35013274,"4,7"
SP,3548708,São Bernardo do Campo,35008758,"5,2"
SP,3548708,São Bernardo do Campo,35008771,"3,8"
SP,3548708,São Bernardo do Campo,35008783,-
SP,3548708,São Bernardo do Campo,35008801,"4,9"
SP,3548708,São Bernardo do Campo,35008813,-
SP,3548708,São Bernardo do Campo,35008825,"5,4"
SP,3548708,São Bernardo do Campo,35008837,"4,8"
SP,3548708,São Bernardo do Campo,35008849,"4,1"
SP,3548708,São Bernardo do Campo,35008874,"5,1"
SP,3548708,São Bernardo do Campo,35008886,"4,6"
SP,3548708,São Bernardo do Campo,35008898,"4,2"
SP,3548708,São Bernardo do Campo,35008904,-
SP,3548708,São Bernardo do Campo,35008916,"4,0"
SP,3548708,São Bernardo do Campo,35008928,-
SP,3548708,São Bernardo do Campo,35008936,"5,1"
SP,3548708,São Bernardo do Campo,35008941,"5,3"
SP,3548708,São Bernardo do Campo,35008977,"4,9"
SP,3548708,São Bernardo do Campo,35008990,"4,5"
SP,3548708,São Bernardo do Campo,35009003,"4,1"
SP,3548708,São Bernardo do Campo,35009015,"3,9"
SP,3548708,São Bernardo do Campo,35009039,-
SP,3548708,São Bernardo do Campo,35009088,"5,6"
SP,3548708,São Bernardo do Campo,35009106,-
SP,3548708,São Bernardo do Campo,35009124,"4,8"
SP,3548708,São Bernardo do Campo,35009131,"4,3"
SP,3548708,São Bernardo do Campo,35009155,"5,2"
SP,3548708,São Bernardo do Campo,35009167,-
SP,3548708,São Bernardo do Campo,35009180,"5,5"
SP,3548708,São Bernardo do Campo,35009210,"4,8"
SP,3548708,São Bernardo do Campo,35009246,"4,5"
SP,3548708,São Bernardo do Campo,35009261,"4,6"
SP,3548708,São Bernardo do Campo,35009283,"4,9"
SP,3548708,São Bernardo do Campo,35009295,"4,2"
SP,3548708,São Bernardo do Campo,35009325,"5,1"
SP,3548708,São Bernardo do Campo,35009337,"4,7"
SP,3548708,São Bernardo do Campo,35038519,"3,4"
SP,3548708,São Bernardo do Campo,35039548,"4,0"
SP,3548708,São Bernardo do Campo,35041269,-
SP,3548708,São Bernardo do Campo,35041270,-
SP,3548708,São Bernardo do Campo,35041282,"3,7"
SP,3548708,São Bernardo do Campo,35041300,"3,5"
SP,3548708,São Bernardo do Campo,35042031,"4,7"
SP,3548708,São Bernardo do Campo,35042043,"4,7"
SP,3548708,São Bernardo do Campo,35042055,"3,8"
SP,3548708,São Bernardo do Campo,35046012,"6,0"
SP,3548708,São Bernardo do Campo,35046516,"4,8"
SP,3548708,São Bernardo do Campo,35109010,-
SP,3548708,São Bernardo do Campo,35137753,-
SP,3548708,São Bernardo do Campo,35902020,"4,8"
SP,3548708,São Bernardo do Campo,35904958,"4,6"
SP,3548708,São Bernardo do Campo,35904971,"4,4"
SP,3548708,São Bernardo do Campo,35906669,"3,7"
SP,3548708,São Bernardo do Campo,35907182,"4,2"
SP,3548708,São Bernardo do Campo,35908745,-
SP,3548708,São Bernardo do Campo,35908757,"3,9"
SP,3548708,São Bernardo do Campo,35908769,"3,8"
SP,3548708,São Bernardo do Campo,35910764,"5,4"
SP,3548708,São Bernardo do Campo,35913807,"4,7"
SP,3548708,São Bernardo do Campo,35915750,"4,3"
SP,3548708,São Bernardo do Campo,35917515,"5,2"
SP,3548708,São Bernardo do Campo,35921105,"4,7"
SP,3548708,São Bernardo do Campo,35921543,"4,2"
SP,3548708,São Bernardo do Campo,35923904,"5,4"
SP,3548708,São Bernardo do Campo,35924428,-
SP,3548807,São Caetano do Sul,35006027,-
SP,3548807,São Caetano do Sul,35009350,"5,1"
SP,3548807,São Caetano do Sul,35009404,"5,3"
SP,3548807,São Caetano do Sul,35009416,-
SP,3548807,São Caetano do Sul,35009436,"4,9"
SP,3548807,São Caetano do Sul,35009441,"4,3"
SP,3548807,São Caetano do Sul,35009453,-
SP,3548807,São Caetano do Sul,35009465,"4,4"
SP,3548807,São Caetano do Sul,35009477,-
SP,3548807,São Caetano do Sul,35009573,"4,0"
SP,3548807,São Caetano do Sul,35009581,"4,5"
SP,3548807,São Caetano do Sul,35049669,-
SP,3548807,São Caetano do Sul,35051147,-
SP,3548807,São Caetano do Sul,35109101,-
SP,3548807,São Caetano do Sul,35135203,-
SP,3548807,São Caetano do Sul,35257758,-
SP,3548807,São Caetano do Sul,35477904,"5,2"
SP,3548906,São Carlos,35024430,"4,7"
SP,3548906,São Carlos,35024442,"5,6"
SP,3548906,São Carlos,35024478,"4,9"
SP,3548906,São Carlos,35024485,"4,5"
SP,3548906,São Carlos,35024512,"4,5"
SP,3548906,São Carlos,35024557,"4,4"
SP,3548906,São Carlos,35024569,"6,0"
SP,3548906,São Carlos,35024612,"5,0"
SP,3548906,São Carlos,35036432,"3,4"
SP,3548906,São Carlos,35042894,"5,4"
SP,3548906,São Carlos,35049992,"4,1"
SP,3548906,São Carlos,35115228,-
SP,3548906,São Carlos,35115236,-
SP,3548906,São Carlos,35115241,-
SP,3548906,São Carlos,35127887,"4,3"
SP,3548906,São Carlos,35184974,-
SP,3548906,São Carlos,35191528,"3,7"
SP,3548906,São Carlos,35456470,-
SP,3548906,São Carlos,35496571,"4,9"
SP,3548906,São Carlos,35579439,-
SP,3548906,São Carlos,35585804,"4,9"
SP,3548906,São Carlos,35900795,"5,1"
SP,3548906,São Carlos,35905835,"3,6"
SP,3548906,São Carlos,35907923,"4,4"
SP,3548906,São Carlos,35914988,-
SP,3548906,São Carlos,35914997,"4,4"
SP,3549003,São Francisco,35027066,"5,2"
SP,3549102,São João da Boa Vista,35020540,"3,8"
SP,3549102,São João da Boa Vista,35020588,"3,9"
SP,3549102,São João da Boa Vista,35020680,-
SP,3549102,São João da Boa Vista,35020692,"5,8"
SP,3549102,São João da Boa Vista,35020709,-
SP,3549102,São João da Boa Vista,35020710,"4,5"
SP,3549102,São João da Boa Vista,35042754,-
SP,3549102,São João da Boa Vista,35045913,-
SP,3549102,São João da Boa Vista,35113645,-
SP,3549102,São João da Boa Vista,35337900,"6,3"
SP,3549102,São João da Boa Vista,35900461,-
SP,3549102,São João da Boa Vista,35904132,-
SP,3549201,São João das Duas Pontes,35026827,"4,6"
SP,3549250,São João de Iracema,35030727,"4,6"
SP,3549300,São João do Pau d'Alho,35031461,"4,4"
SP,3549409,São Joaquim da Barra,35024703,"3,9"
SP,3549409,São Joaquim da Barra,35024715,-
SP,3549409,São Joaquim da Barra,35024797,"5,4"
SP,3549409,São Joaquim da Barra,35912098,"3,8"
SP,3549508,São José da Bela Vista,35023024,"3,8"
SP,3549607,São José do Barreiro,35012440,-
SP,3549706,São José do Rio Pardo,35019045,"3,6"
SP,3549706,São José do Rio Pardo,35019112,"4,7"
SP,3549706,São José do Rio Pardo,35019148,"3,0"
SP,3549706,São José do Rio Pardo,35019324,-
SP,3549706,São José do Rio Pardo,35139518,"4,7"
SP,3549706,São José do Rio Pardo,35294883,-
SP,3549706,São José do Rio Pardo,35900473,-
SP,3549805,São José do Rio Preto,35028538,"3,9"
SP,3549805,São José do Rio Preto,35028548,"5,2"
SP,3549805,São José do Rio Preto,35028678,"4,3"
SP,3549805,São José do Rio Preto,35028685,-
SP,3549805,São José do Rio Preto,35028708,"4,5"
SP,3549805,São José do Rio Preto,35028712,"5,1"
SP,3549805,São José do Rio Preto,35028733,-
SP,3549805,São José do Rio Preto,35028745,"4,7"
SP,3549805,São José do Rio Preto,35028769,"3,7"
SP,3549805,São José do Rio Preto,35028782,"5,9"
SP,3549805,São José do Rio Preto,35028794,"5,5"
SP,3549805,São José do Rio Preto,35028824,"5,7"
SP,3549805,São José do Rio Preto,35028859,"3,7"
SP,3549805,São José do Rio Preto,35028903,"4,9"
SP,3549805,São José do Rio Preto,35028915,"5,4"
SP,3549805,São José do Rio Preto,35028927,"4,9"
SP,3549805,São José do Rio Preto,35035828,-
SP,3549805,São José do Rio Preto,35043059,"3,9"
SP,3549805,São José do Rio Preto,35116324,-
SP,3549805,São José do Rio Preto,35121368,-
SP,3549805,São José do Rio Preto,35436239,"4,6"
SP,3549805,São José do Rio Preto,35504324,-
SP,3549805,São José do Rio Preto,35565052,-
SP,3549805,São José do Rio Preto,35565064,"3,7"
SP,3549805,São José do Rio Preto,35908149,"4,0"
SP,3549805,São José do Rio Preto,35908150,"4,2"
SP,3549805,São José do Rio Preto,35911461,"2,9"
SP,3549805,São José do Rio Preto,35914411,-
SP,3549805,São José do Rio Preto,35918313,"3,4"
SP,3549805,São José do Rio Preto,35918337,-
SP,3549805,São José do Rio Preto,35919688,"4,1"
SP,3549805,São José do Rio Preto,35921221,-
SP,3549904,São José dos Campos,35001557,"4,2"
SP,3549904,São José dos Campos,35013481,"3,9"
SP,3549904,São José dos Campos,35013523,"5,5"
SP,3549904,São José dos Campos,35013559,"4,1"
SP,3549904,São José dos Campos,35013560,"4,8"
SP,3549904,São José dos Campos,35013572,"5,1"
SP,3549904,São José dos Campos,35013584,"4,2"
SP,3549904,São José dos Campos,35013596,"4,2"
SP,3549904,São José dos Campos,35013602,"4,1"
SP,3549904,São José dos Campos,35013648,"4,4"
SP,3549904,São José dos Campos,35013730,"4,4"
SP,3549904,São José dos Campos,35013754,-
SP,3549904,São José dos Campos,35013869,"5,5"
SP,3549904,São José dos Campos,35013924,"5,0"
SP,3549904,São José dos Campos,35013936,"5,4"
SP,3549904,São José dos Campos,35013948,"3,5"
SP,3549904,São José dos Campos,35020874,"4,7"
SP,3549904,São José dos Campos,35023462,"4,6"
SP,3549904,São José dos Campos,35035361,"6,1"
SP,3549904,São José dos Campos,35035373,"5,5"
SP,3549904,São José dos Campos,35035385,-
SP,3549904,São José dos Campos,35035397,"4,2"
SP,3549904,São José dos Campos,35037837,"4,0"
SP,3549904,São José dos Campos,35037849,"4,3"
SP,3549904,São José dos Campos,35039640,"4,2"
SP,3549904,São José dos Campos,35042304,"4,2"
SP,3549904,São José dos Campos,35042316,"4,2"
SP,3549904,São José dos Campos,35042328,"5,5"
SP,3549904,São José dos Campos,35045469,"3,8"
SP,3549904,São José dos Campos,35045470,"4,6"
SP,3549904,São José dos Campos,35047934,-
SP,3549904,São José dos Campos,35047958,"4,7"
SP,3549904,São José dos Campos,35110942,-
SP,3549904,São José dos Campos,35351064,"3,5"
SP,3549904,São José dos Campos,35406284,"6,1"
SP,3549904,São José dos Campos,35493582,-
SP,3549904,São José dos Campos,35495529,"4,6"
SP,3549904,São José dos Campos,35497095,-
SP,3549904,São José dos Campos,35499067,-
SP,3549904,São José dos Campos,35805555,-
SP,3549904,São José dos Campos,35808246,-
SP,3549904,São José dos Campos,35901532,"3,6"
SP,3549904,São José dos Campos,35901581,"3,9"
SP,3549904,São José dos Campos,35902548,"4,6"
SP,3549904,São José dos Campos,35905100,"5,1"
SP,3549904,São José dos Campos,35905124,-
SP,3549904,São José dos Campos,35911392,"5,7"
SP,3549904,São José dos Campos,35912712,"5,1"
SP,3549904,São José dos Campos,35917254,-
SP,3549904,São José dos Campos,35917266,"3,8"
SP,3549904,São José dos Campos,35919724,"4,4"
SP,3549904,São José dos Campos,35920459,"4,2"
SP,3549904,São José dos Campos,35922018,"4,8"
SP,3549904,São José dos Campos,35922857,"4,9"
SP,3549904,São José dos Campos,35925925,-
SP,3549953,São Lourenço da Serra,35010017,"4,4"
SP,3549953,São Lourenço da Serra,35080615,"5,1"
SP,3549953,São Lourenço da Serra,35910685,"4,7"
SP,3550001,São Luiz do Paraitinga,35037874,"4,6"
SP,3550100,São Manuel,35014758,"4,7"
SP,3550100,São Manuel,35014771,"4,2"
SP,3550100,São Manuel,35014953,"3,2"
SP,3550100,São Manuel,35014965,"5,6"
SP,3550100,São Manuel,35039688,-
SP,3550100,São Manuel,35049273,"4,5"
SP,3550209,São Miguel Arcanjo,35015258,-
SP,3550209,São Miguel Arcanjo,35038921,"4,7"
SP,3550209,São Miguel Arcanjo,35046917,"4,2"
SP,3550209,São Miguel Arcanjo,35049311,"4,8"
SP,3550209,São Miguel Arcanjo,35905288,"4,3"
SP,3550209,São Miguel Arcanjo,35921750,"4,8"
SP,3550308,São Paulo,35000024,-
SP,3550308,São Paulo,35000036,-
SP,3550308,São Paulo,35000048,-
SP,3550308,São Paulo,35000059,"3,8"
SP,3550308,São Paulo,35000097,"4,3"
SP,3550308,São Paulo,35000139,-
SP,3550308,São Paulo,35000140,-
SP,3550308,São Paulo,35000164,"3,7"
SP,3550308,São Paulo,35000176,"4,8"
SP,3550308,São Paulo,35000188,"4,0"
SP,3550308,São Paulo,35000197,"3,7"
SP,3550308,São Paulo,35000218,"4,0"
SP,3550308,São Paulo,35000224,-
SP,3550308,São Paulo,35000255,"4,6"
SP,3550308,São Paulo,35000267,"4,1"
SP,3550308,São Paulo,35000280,-
SP,3550308,São Paulo,35000309,"4,6"
SP,3550308,São Paulo,35000322,-
SP,3550308,São Paulo,35000334,"4,4"
SP,3550308,São Paulo,35000371,"4,1"
SP,3550308,São Paulo,35000383,"4,5"
SP,3550308,São Paulo,35000395,-
SP,3550308,São Paulo,35000401,-
SP,3550308,São Paulo,35000413,"5,3"
SP,3550308,São Paulo,35000450,-
SP,3550308,São Paulo,35000462,"4,7"
SP,3550308,São Paulo,35000486,"5,6"
SP,3550308,São Paulo,35000498,"4,3"
SP,3550308,São Paulo,35000528,"3,8"
SP,3550308,São Paulo,35000536,"4,2"
SP,3550308,São Paulo,35000553,"4,7"
SP,3550308,São Paulo,35000577,-
SP,3550308,São Paulo,35000589,"4,6"
SP,3550308,São Paulo,35000607,-
SP,3550308,São Paulo,35000620,"4,0"
SP,3550308,São Paulo,35000668,"4,8"
SP,3550308,São Paulo,35000673,"4,4"
SP,3550308,São Paulo,35000693,"3,4"
SP,3550308,São Paulo,35000711,"4,8"
SP,3550308,São Paulo,35000723,"5,2"
SP,3550308,São Paulo,35000735,-
SP,3550308,São Paulo,35000747,"3,8"
SP,3550308,São Paulo,35000760,"4,5"
SP,3550308,São Paulo,35000796,-
SP,3550308,São Paulo,35000802,-
SP,3550308,São Paulo,35000814,"3,8"
SP,3550308,São Paulo,35000838,"3,8"
SP,3550308,São Paulo,35000848,"4,4"
SP,3550308,São Paulo,35000875,-
SP,3550308,São Paulo,35000905,"4,0"
SP,3550308,São Paulo,35000917,"4,6"
SP,3550308,São Paulo,35000929,"4,8"
SP,3550308,São Paulo,35000930,"5,3"
SP,3550308,São Paulo,35000942,"5,0"
SP,3550308,São Paulo,35000954,"5,7"
SP,3550308,São Paulo,35000966,"4,3"
SP,3550308,São Paulo,35000978,"5,2"
SP,3550308,São Paulo,35001004,"4,3"
SP,3550308,São Paulo,35001016,-
SP,3550308,São Paulo,35001028,"3,9"
SP,3550308,São Paulo,35001036,"4,8"
SP,3550308,São Paulo,35001041,"4,0"
SP,3550308,São Paulo,35001132,-
SP,3550308,São Paulo,35001144,-
SP,3550308,São Paulo,35001156,"4,3"
SP,3550308,São Paulo,35001168,"3,7"
SP,3550308,São Paulo,35001173,"4,1"
SP,3550308,São Paulo,35001193,"4,0"
SP,3550308,São Paulo,35001235,-
SP,3550308,São Paulo,35001247,-
SP,3550308,São Paulo,35001259,"4,8"
SP,3550308,São Paulo,35001272,"4,6"
SP,3550308,São Paulo,35001284,"4,3"
SP,3550308,São Paulo,35001296,"4,3"
SP,3550308,São Paulo,35001302,-
SP,3550308,São Paulo,35001326,-
SP,3550308,São Paulo,35001348,"3,4"
SP,3550308,São Paulo,35001363,"5,0"
SP,3550308,São Paulo,35001375,"5,3"
SP,3550308,São Paulo,35001417,"5,8"
SP,3550308,São Paulo,35001442,"4,0"
SP,3550308,São Paulo,35001454,"4,3"
SP,3550308,São Paulo,35001466,"4,0"
SP,3550308,São Paulo,35001491,-
SP,3550308,São Paulo,35001521,-
SP,3550308,São Paulo,35001569,-
SP,3550308,São Paulo,35001570,-
SP,3550308,São Paulo,35001594,"5,5"
SP,3550308,São Paulo,35001600,"4,6"
SP,3550308,São Paulo,35001624,"4,2"
SP,3550308,São Paulo,35001636,"5,6"
SP,3550308,São Paulo,35001659,"4,6"
SP,3550308,São Paulo,35001661,"5,1"
SP,3550308,São Paulo,35001673,"3,8"
SP,3550308,São Paulo,35001685,"4,9"
SP,3550308,São Paulo,35001703,"4,2"
SP,3550308,São Paulo,35001727,"3,9"
SP,3550308,São Paulo,35001740,-
SP,3550308,São Paulo,35001752,"3,6"
SP,3550308,São Paulo,35001776,"4,2"
SP,3550308,São Paulo,35001788,-
SP,3550308,São Paulo,35001797,-
SP,3550308,São Paulo,35001824,"4,3"
SP,3550308,São Paulo,35001843,"3,6"
SP,3550308,São Paulo,35001855,"5,4"
SP,3550308,São Paulo,35001867,-
SP,3550308,São Paulo,35001880,"4,0"
SP,3550308,São Paulo,35001910,"4,3"
SP,3550308,São Paulo,35001934,-
SP,3550308,São Paulo,35001946,-
SP,3550308,São Paulo,35001958,-
SP,3550308,São Paulo,35001961,"4,8"
SP,3550308,São Paulo,35001971,"3,7"
SP,3550308,São Paulo,35002008,"4,0"
SP,3550308,São Paulo,35002057,"4,8"
SP,3550308,São Paulo,35002069,-
SP,3550308,São Paulo,35002136,"5,0"
SP,3550308,São Paulo,35002148,-
SP,3550308,São Paulo,35002159,"5,4"
SP,3550308,São Paulo,35002161,-
SP,3550308,São Paulo,35002173,"4,9"
SP,3550308,São Paulo,35002185,-
SP,3550308,São Paulo,35002197,"4,0"
SP,3550308,São Paulo,35002203,"4,9"
SP,3550308,São Paulo,35002239,-
SP,3550308,São Paulo,35002252,-
SP,3550308,São Paulo,35002264,"3,9"
SP,3550308,São Paulo,35002297,"4,1"
SP,3550308,São Paulo,35002318,"3,3"
SP,3550308,São Paulo,35002331,"4,1"
SP,3550308,São Paulo,35002409,"4,7"
SP,3550308,São Paulo,35002422,"4,2"
SP,3550308,São Paulo,35002434,"4,2"
SP,3550308,São Paulo,35002461,"3,4"
SP,3550308,São Paulo,35002471,"4,3"
SP,3550308,São Paulo,35002483,-
SP,3550308,São Paulo,35002513,-
SP,3550308,São Paulo,35002525,-
SP,3550308,São Paulo,35002549,"4,3"
SP,3550308,São Paulo,35002550,"4,8"
SP,3550308,São Paulo,35002562,-
SP,3550308,São Paulo,35002586,"4,3"
SP,3550308,São Paulo,35002598,"4,2"
SP,3550308,São Paulo,35002616,-
SP,3550308,São Paulo,35002628,"5,5"
SP,3550308,São Paulo,35002636,"4,2"
SP,3550308,São Paulo,35002641,"4,4"
SP,3550308,São Paulo,35002653,"4,4"
SP,3550308,São Paulo,35002677,"3,7"
SP,3550308,São Paulo,35002689,"4,3"
SP,3550308,São Paulo,35002690,"4,6"
SP,3550308,São Paulo,35002707,-
SP,3550308,São Paulo,35002719,"3,9"
SP,3550308,São Paulo,35002732,"4,8"
SP,3550308,São Paulo,35002744,"4,9"
SP,3550308,São Paulo,35002773,-
SP,3550308,São Paulo,35002800,-
SP,3550308,São Paulo,35002811,"4,5"
SP,3550308,São Paulo,35002835,-
SP,3550308,São Paulo,35002847,"4,2"
SP,3550308,São Paulo,35002859,-
SP,3550308,São Paulo,35002860,"4,1"
SP,3550308,São Paulo,35002902,"5,0"
SP,3550308,São Paulo,35002914,"4,4"
SP,3550308,São Paulo,35002926,-
SP,3550308,São Paulo,35002938,-
SP,3550308,São Paulo,35002963,"4,9"
SP,3550308,São Paulo,35002975,"4,5"
SP,3550308,São Paulo,35002999,-
SP,3550308,São Paulo,35003001,"4,9"
SP,3550308,São Paulo,35003013,-
SP,3550308,São Paulo,35003037,"4,1"
SP,3550308,São Paulo,35003050,-
SP,3550308,São Paulo,35003062,-
SP,3550308,São Paulo,35003086,"5,1"
SP,3550308,São Paulo,35003104,"4,4"
SP,3550308,São Paulo,35003116,"3,7"
SP,3550308,São Paulo,35003128,"3,2"
SP,3550308,São Paulo,35003141,-
SP,3550308,São Paulo,35003153,"4,1"
SP,3550308,São Paulo,35003220,-
SP,3550308,São Paulo,35003232,"3,9"
SP,3550308,São Paulo,35003244,"4,3"
SP,3550308,São Paulo,35003256,-
SP,3550308,São Paulo,35003268,"3,5"
SP,3550308,São Paulo,35003273,"3,5"
SP,3550308,São Paulo,35003372,-
SP,3550308,São Paulo,35003384,"4,4"
SP,3550308,São Paulo,35003402,"5,1"
SP,3550308,São Paulo,35003426,"4,0"
SP,3550308,São Paulo,35003451,"3,3"
SP,3550308,São Paulo,35003499,"4,0"
SP,3550308,São Paulo,35003530,-
SP,3550308,São Paulo,35003542,"4,2"
SP,3550308,São Paulo,35003554,"5,3"
SP,3550308,São Paulo,35003566,"4,0"
SP,3550308,São Paulo,35003585,"4,3"
SP,3550308,São Paulo,35003608,"6,0"
SP,3550308,São Paulo,35003657,"4,8"
SP,3550308,São Paulo,35003669,"5,6"
SP,3550308,São Paulo,35003670,-
SP,3550308,São Paulo,35003682,-
SP,3550308,São Paulo,35003694,"6,2"
SP,3550308,São Paulo,35003700,"5,5"
SP,3550308,São Paulo,35003724,"3,9"
SP,3550308,São Paulo,35003748,"5,5"
SP,3550308,São Paulo,35003759,-
SP,3550308,São Paulo,35003773,"4,6"
SP,3550308,São Paulo,35003797,-
SP,3550308,São Paulo,35003839,"4,8"
SP,3550308,São Paulo,35003852,"4,9"
SP,3550308,São Paulo,35003888,"4,7"
SP,3550308,São Paulo,35003924,"4,4"
SP,3550308,São Paulo,35003931,"4,9"
SP,3550308,São Paulo,35004005,-
SP,3550308,São Paulo,35004030,"4,4"
SP,3550308,São Paulo,35004066,-
SP,3550308,São Paulo,35004121,"4,4"
SP,3550308,São Paulo,35004145,-
SP,3550308,São Paulo,35004157,"4,9"
SP,3550308,São Paulo,35004169,"4,5"
SP,3550308,São Paulo,35004170,"4,8"
SP,3550308,São Paulo,35004212,"3,1"
SP,3550308,São Paulo,35004224,"5,0"
SP,3550308,São Paulo,35004236,"4,1"
SP,3550308,São Paulo,35004297,"4,1"
SP,3550308,São Paulo,35004327,-
SP,3550308,São Paulo,35004339,-
SP,3550308,São Paulo,35004340,"4,3"
SP,3550308,São Paulo,35004352,-
SP,3550308,São Paulo,35004388,-
SP,3550308,São Paulo,35004418,"4,0"
SP,3550308,São Paulo,35004431,"3,8"
SP,3550308,São Paulo,35004479,"4,7"
SP,3550308,São Paulo,35004480,"4,5"
SP,3550308,São Paulo,35004492,-
SP,3550308,São Paulo,35004510,"4,9"
SP,3550308,São Paulo,35004522,"4,6"
SP,3550308,São Paulo,35004546,"3,7"
SP,3550308,São Paulo,35004595,"5,0"
SP,3550308,São Paulo,35004613,-
SP,3550308,São Paulo,35004625,"4,8"
SP,3550308,São Paulo,35004674,"3,7"
SP,3550308,São Paulo,35004686,"5,2"
SP,3550308,São Paulo,35004698,"5,1"
SP,3550308,São Paulo,35004704,"4,3"
SP,3550308,São Paulo,35004736,-
SP,3550308,São Paulo,35004741,-
SP,3550308,São Paulo,35004777,"4,0"
